conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment
1.83E+18,Sun Sep 01 02:20:35 +0000 2024,1,Rano Karno soal Jalur Sepeda: Ini Jalur Otopet Kekecilan Nanti Akan Diperbesar. #Newsupdate #update #news #text https://t.co/T4wpBz82WF,1.83E+18,,,in,,2,1,0,https://x.com/kumparan/status/1830068202904437142,7.60E+17,kumparan,
1.83E+18,Sun Sep 01 02:16:57 +0000 2024,0,@PakarINTELek Rano Karno kan cuma Cawagub tidak ada kuasa apa2 Calon Gubernurnya Pramono Anung asal Kediri Jatim,1.83E+18,,PakarINTELek,in,,0,0,0,https://x.com/wrahardian2/status/1830067288818770136,3248886918,wrahardian2,
1.83E+18,Sun Sep 01 02:15:41 +0000 2024,1,Rano Karno menyebut track sepeda di Jakarta terlalu kecil dan hanya cocok untuk jalur otopet atau skuter. Begini katanya: https://t.co/Cj2vFjkieG,1.83E+18,,,in,,1,5,0,https://x.com/detikcom/status/1830066970253017572,69183155,detikcom,
1.83E+18,Sun Sep 01 02:01:36 +0000 2024,1,Bareng Pramono Naik Transjakarta ke CFD Rano Karno: Biasa Naik Oplet Enak Ini Ada AC-nya https://t.co/cAMixUKHT4,1.83E+18,,,in,"Jakarta Pusat, DKI Jakarta",0,1,0,https://x.com/SINDOnews/status/1830063426120327650,231355136,SINDOnews,
1.83E+18,Sun Sep 01 02:00:57 +0000 2024,0,Sempat menguat sebagai calon Gubernur Jakarta Anies Baswedan gagal mendapat tiket. Partai Demokrasi Indonesia Perjuangan akhirnya mengusung Pramono Anung-Rano Karno setelah mendapat tekanan dari operator politik Istana Presiden. https://t.co/oJC1LMYcx7 https://t.co/2jgMNPBCZq,1.83E+18,https://pbs.twimg.com/media/GWWw1F3WAAA8xI3.jpg,,in,"Palmerah, DKI Jakarta",0,1,0,https://x.com/TVTempoChannel/status/1830063261947150728,3179542928,TVTempoChannel,
1.83E+18,Sun Sep 01 01:59:36 +0000 2024,0,@PakarINTELek Kenapa ga rano Karno yg jd cagubnya? Knp wakil ?,1.83E+18,,PakarINTELek,in,,0,0,0,https://x.com/Fajrintehtarik/status/1830062922695147810,1.55E+18,Fajrintehtarik,
1.83E+18,Sun Sep 01 01:56:41 +0000 2024,0,@PakarINTELek Rano Karno pernah jadi gubernur Banten demi partai PDIP Mak nyuruh lagi ke pertandingan Jakarta ,1.83E+18,,PakarINTELek,in,,0,0,0,https://x.com/punishe98373138/status/1830062187886624800,1.65E+18,punishe98373138,
1.83E+18,Sun Sep 01 01:55:50 +0000 2024,0,@Mdy_Asmara1701 Tapi dukungan PDIP terhadap Pak Rano Karno cukup baik karena Pak Rano anak betawi asli.,1.83E+18,,Mdy_Asmara1701,in,,0,0,0,https://x.com/Pieteru/status/1830061975793254906,34303227,Pieteru,
1.83E+18,Sun Sep 01 01:55:43 +0000 2024,53,Aye baru percaya kalo nyang ngomong anak Betawi asli. Cagub dan Cawagub Jkt 'Pramono Anung dan Rano Karno' janjikan Persija Miliki Home Base di Jakarta. Menyala Jakarta https://t.co/Bp06U9wy53,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1830061902313275392/pu/img/KgYtKzwqwhoHuyXl.jpg,,in,"Minahasa Utara, Sulawesi Utara",1,1,9,https://x.com/RenaHoston178/status/1830061945267110239,1092968340,RenaHoston178,
1.83E+18,Sun Sep 01 01:48:07 +0000 2024,0,@PakarINTELek Sejak kapan rano karno jadi orang betawi asli?,1.83E+18,,PakarINTELek,in,,0,0,0,https://x.com/ButuhAquaX/status/1830060031435554999,1.71E+18,ButuhAquaX,
1.83E+18,Sun Sep 01 01:43:10 +0000 2024,0,@PakarINTELek Bapak Rano karno keturunan orang minang bukan betawi.,1.83E+18,,PakarINTELek,in,,0,0,0,https://x.com/ArfanK483517/status/1830058787857973325,1.73E+18,ArfanK483517,
1.83E+18,Sun Sep 01 01:42:58 +0000 2024,48,Peran Si Doel itu dimainkan sama bang Rano Karno. Kalau ente semua pernah nonton kan ada tuh lagunya Aduh sialan nih Si Doel anak Betawi asli.. Nah jadi enaknya gini. Karena Jakarte jelas tanah betawi peninggalan nenek moyang kite elu pade jangan ragu-ragu lagi ye buat milih,1.83E+18,,,in,Indonesia,0,4,9,https://x.com/PakarINTELek/status/1830058737664737396,194582998,PakarINTELek,
1.83E+18,Sun Sep 01 01:35:04 +0000 2024,1,@LoneLynx___ Jadi Rano Karno menerima Milyaran Rupiah dari Suami Airin adik ratu atut?,1.83E+18,,LoneLynx___,in,,0,0,0,https://x.com/setyoprihandono/status/1830056749690470584,1611933612,setyoprihandono,
1.83E+18,Sun Sep 01 01:25:08 +0000 2024,25,Tegas! Rano Karno Jawab Soal Pramono Anung Titipan Jokowi Di Pilkada Jakarta: Tidak Ada Itu Titipan https://t.co/yYV3OyPiSV,1.83E+18,,,in,Indonesia,1,12,11,https://x.com/KompasTV/status/1830054249025454272,71436318,KompasTV,
1.83E+18,Sun Sep 01 01:11:04 +0000 2024,0,Rano Karno adalah keturunan Padang pastinya akan menjaga warga Padang. Bolot dan Malih lah orang Betawi yg sejatinya mengayomi warga Betawi.,1.83E+18,,,in,Jakarta Capital Region,0,0,0,https://x.com/Gunadi84380182/status/1830050709678838186,1.08E+18,Gunadi84380182,
1.83E+18,Sun Sep 01 01:04:53 +0000 2024,0,Grupnya simpatisan n timses Rano Karno ama Pramono udah keluar gaesss. Diapain kuy enaggghnya??! https://t.co/rGwyPXun9w https://t.co/hDoBkN9AZI,1.83E+18,https://pbs.twimg.com/media/GWWkAUMW8AAVGty.jpg,,in,,0,0,0,https://x.com/punkjabat/status/1830049151738134813,1.61E+18,punkjabat,
1.83E+18,Sat Aug 31 14:24:44 +0000 2024,3,Pramono Anung mengatakan terbuka jika Anies Baswedan dapat menjadi timsesnya bersama Rano Karno di Pilgub Jakarta. Ia mengaku dirinya tidak akan menolak siapapun yang ingin bergabung menjadi timsesnya. #pramonoanung #ranokarno #AniesBaswedan https://t.co/MeLpwlawzB,1.83E+18,https://pbs.twimg.com/amplify_video_thumb/1829887949431062535/img/xWXqI43t_CKUlQUk.jpg,,in,,2,10,0,https://x.com/Metro_TV/status/1829888054452240816,57261519,Metro_TV,
1.83E+18,Sat Aug 31 14:19:40 +0000 2024,0,@Cintada16 Bg Rano Karno bukan Betawi asli tp orang padang tp sd bagian Betawi rumhny si Doel jg sebagian dibeli bg rano https://t.co/ACOUvEoOuM,1.83E+18,https://pbs.twimg.com/media/GWUQUtTXsAA8Fqt.jpg,Cintada16,in,United States,0,0,0,https://x.com/Jakerday/status/1829886780046524818,2686157473,Jakerday,
1.83E+18,Sat Aug 31 14:05:26 +0000 2024,0,@ScariestProject Gambaran indonesia emas 2045,1.83E+18,,ScariestProject,in,Barbados,0,0,0,https://x.com/ranoe_karnoe/status/1829883199365005463,2229475926,ranoe_karnoe,
1.83E+18,Sat Aug 31 13:48:22 +0000 2024,0,Rano Karno Tegaskan PDI-P di Pilkada DKI Bukan Sekadar Formalitas Yakin Menang https://t.co/5G2AJo2Zh4 https://t.co/5G2AJo2Zh4,1.83E+18,,,in,indonesia,0,0,0,https://x.com/posaktualcom/status/1829878902279254041,1.64E+18,posaktualcom,
1.83E+18,Sat Aug 31 13:41:22 +0000 2024,1,Merebut suara!!! Brp % Jakmania ke RK? Brp % Si Doel &amp; the Gang ke RK? Brp % Jawara Betawi ke RK? Semoga Bang @ranokarno_ Cs sdh menyiapkan alat deteksi dini manual agar punya data valid &amp; tdk terkecok dgn Komputeraist yg tiba2 bisa ON tiba2 OFF,1.83E+18,,,in,Di Indonesia,0,0,1,https://x.com/sipayung_amran/status/1829877142286696640,9.40E+17,sipayung_amran,
1.83E+18,Sat Aug 31 13:13:50 +0000 2024,4,@PakarINTELek Dengerin penjelasan @pramonoanung dan Rano Karno di @MataNajwa .. harusnya ini pilihan terbaik rasional untuk jakarta,1.83E+18,,PakarINTELek,in,"Bantul, Indonesia",0,1,0,https://x.com/Sigitsoenoto/status/1829870212428284159,2515756261,Sigitsoenoto,
1.83E+18,Sat Aug 31 13:07:13 +0000 2024,762,Baru ini loh ada calon pemimpin orang Betawi Asli di Jakarta. Masa iya ga bosen dipimpin sama pendatang muluk ? Rano Karno Yakin Menang Ikut Pilgub Jakarta Bukan Formalitas https://t.co/xDwdBoSSs8,1.83E+18,,,in,Indonesia,24,445,130,https://x.com/PakarINTELek/status/1829868546110943253,194582998,PakarINTELek,
1.83E+18,Sat Aug 31 13:04:13 +0000 2024,0,@kejuataucoklat @txtdrjkt Demonstran dan pendukung nya mesti pilih pramono dan rano karno kalo tidak dukungan dan aksi nya piye ? #jakarta,1.83E+18,,kejuataucoklat,in,"Jakarta Capital Region, Indonesia",0,0,0,https://x.com/Zaindamai/status/1829867793787076884,2857645520,Zaindamai,
1.83E+18,Sat Aug 31 13:03:07 +0000 2024,0,Dharma Pongrekun Ingin Gratiskan Sewa JIS Rano Karno: Itu Gak Mungkin https://t.co/MNMqDvO3nO,1.83E+18,,,in,,0,0,0,https://x.com/IDNTimes/status/1829867515628908870,388190238,IDNTimes,
1.83E+18,Sat Aug 31 13:00:08 +0000 2024,0,Sederet artis papan telah mendaftarkan diri bersama pasangannya ke KPU daerah untuk maju di Pemilihan Kepala Daerah (Pilkada) 2024. Mulai dari Ronal Sunandar Surapradja Rano Karno hingga Krisdayanti. #Artis #Pilkada2024 #MedcomId https://t.co/H7Q2oUJj1U,1.83E+18,,,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/medcom_id/status/1829866765381513478,9.03E+17,medcom_id,
1.83E+18,Sat Aug 31 12:54:04 +0000 2024,0,Cawagub Papan Penyangga Langit. Rano Karno!,1.83E+18,,,in,"Biak Numfor, Papua",0,0,0,https://x.com/aliangcurly/status/1829865237899853841,116378473,aliangcurly,
1.83E+18,Sat Aug 31 12:41:31 +0000 2024,0,Setuju. Semoga @aniesbaswedan rela jadi timses Rano Karno. 5 THN lagi presiden CC @jokowi @prabowo @mohmahfudmd,1.83E+18,,,in,,0,0,0,https://x.com/JohnTia87843206/status/1829862079073042868,1.64E+18,JohnTia87843206,
1.83E+18,Sat Aug 31 12:30:58 +0000 2024,0,@Mdy_Asmara1701 Alhamdulillah aspirasi rakyat kecil jakarta nanti bisa dipenuhi oleh Pramono Anung dan bapak Rano Karno,1.83E+18,,Mdy_Asmara1701,in,"Tangerang, Indonesia",0,0,0,https://x.com/SatriaInthesky/status/1829859424338657371,1.27E+18,SatriaInthesky,
1.83E+18,Sat Aug 31 12:30:18 +0000 2024,3,@Cintada16 Rano Karno sudah sejak dr kecil sudah jadi si Doel anak Betawi itu memang ga bisa di pungkiri ,1.83E+18,,Cintada16,in,,0,0,0,https://x.com/feroferraferri/status/1829859255920574720,1.42E+18,feroferraferri,
1.83E+18,Sat Aug 31 12:29:57 +0000 2024,0,Ancur APBD @DKIJakarta Coba @pramonoanung @ranokarno_ keluar kan program dulu,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/HenryJ4ck/status/1829859168767131921,7.10E+17,HenryJ4ck,
1.83E+18,Sat Aug 31 10:37:19 +0000 2024,8,Kriteria ? Karena... Rano Karno itu dilahirkan di Jakarta putra dari aktor Soekarno M. Noer dan dibesarkan di Kemayoran Jakarta Pusat. Lalu Mohammad Noor juga lahir di Jakarta yg konon jaman dulu masih bernama Batavia Hindia Belanda. Jadi saya ras Beliau benar2 anak,1.83E+18,,,in,DIHATIMU,0,3,6,https://x.com/Cintada16/status/1829830823065137501,1.28E+18,Cintada16,
1.83E+18,Sat Aug 31 10:26:06 +0000 2024,14,Bertahun-tahun menunggu siapa yang akan jadi pasangan Si Doel (Rano Karno) Sarah atau Zaenab. Mengingat rumitnya Kisah Cinta Si Doel Sarah dan Zaenab Ehh malah yang jadi pasangannya Pak Pramono Anung. https://t.co/jEqjkgY2CA,1.83E+18,https://pbs.twimg.com/media/GWTa3oiaUAAg_wc.jpg,,in,Di mana saja,0,0,4,https://x.com/AqiaqiH/status/1829828001380622710,1.39E+18,AqiaqiH,
1.83E+18,Sat Aug 31 10:26:03 +0000 2024,0,@hohenghahu @idlelicates @txtdrjkt Eh emang Rano Karno kurang juga ya?? Seriusan wkwwk,1.83E+18,,hohenghahu,in,"South Jakarta , DKI Jakarta",0,0,0,https://x.com/SamFerkyFers10/status/1829827989301051759,994471470,SamFerkyFers10,
1.83E+18,Sat Aug 31 10:25:57 +0000 2024,2,Walaupun saya bukan orang partai PDIP Siap sukseskan Pramono -Rano Karno.. Anti Calon koalisi plus-plus..,1.83E+18,,,in,,0,0,2,https://x.com/SAPAR752/status/1829827964202037508,1.29E+18,SAPAR752,
1.83E+18,Sat Aug 31 10:20:52 +0000 2024,0,Rano Karno Bantah Pramono Anung Titipan Istana di Pilgub Jakarta https://t.co/jOv3xBaisk,1.83E+18,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/rilpolitikcom/status/1829826682334953879,1.65E+18,rilpolitikcom,
1.83E+18,Sat Aug 31 10:20:31 +0000 2024,0,#SahabatBawaslu Bawaslu Provinsi DKI Jakarta melakukan Pengawasan Pemeriksaan Bakal Pasangan Calon Gubernur dan Bakal Wakil Calon Gubernur Pasangan Pramono Anung dan Rano Karno di RSUD Tarakan Jakarta Jum'at (30/08/2024). #AyoAwasiBersama #PemilihanSerentak2024 https://t.co/RiMxECgJJz,1.83E+18,https://pbs.twimg.com/media/GWTZl43bQAAPpNW.jpg,,in,MT. Haryono Kav. 52-53,0,0,0,https://x.com/BAWASLUDKI_JKT/status/1829826596657905987,1.07E+18,BAWASLUDKI_JKT,
1.83E+18,Sat Aug 31 10:14:07 +0000 2024,4,Dharma Pongrekun mengatakan akan menggratiskan JIS bagi penggemar Persija jika terpilih menjadi gubernur. Rano Karno mengatakan penggratisan JIS tak mungkin dilakukan. Kenapa?⁣ ⁣ &gt;&gt; https://t.co/H60iuYGFVo #detikcom #Pilkada2024 #detikpilkada #DharmaPongrekun #RanoKarno #JIS https://t.co/jNg96MZZSv,1.83E+18,https://pbs.twimg.com/media/GWTYHTyW4AAZR7H.jpg,,in,,4,6,0,https://x.com/detikcom/status/1829824984564346982,69183155,detikcom,
1.83E+18,Sat Aug 31 10:03:08 +0000 2024,0,Rano Karno Sebut Pencalonan Pramono Anung Bukan Titipan Presiden Jokowi https://t.co/FA89YcL0PI #TempoNasional,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/tempodotco/status/1829822221420019945,18129942,tempodotco,
1.83E+18,Sat Aug 31 10:03:06 +0000 2024,8,Pramono Anung-Rano Karno Janjikan Persija Miliki Home Base di Jakarta https://t.co/Gshc3XtVfG #TempoNasional,1.83E+18,,,in,Indonesia,3,3,0,https://x.com/tempodotco/status/1829822210263159256,18129942,tempodotco,
1.83E+18,Sat Aug 31 09:44:13 +0000 2024,0,RSUD Tarakan masih menyusun laporan kesehatan Pramono Anung-Rano Karno. Hasilnya akan diserahkan ke KPU Jakarta pada 2 September. https://t.co/LDdAOvHOfy,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/kompascom/status/1829817460058702021,23343960,kompascom,
1.79E+18,Sat Aug 31 09:27:01 +0000 2024,0, AHOK RANO MAJU DI PILGUB JAKARTA Faktanya Rano Karno telah diusung oleh PDI-P menjadi calon wakil Gubernur dipasangkan dengan Pramono Anung. ... https://t.co/5HCWmsk7B5,1.83E+18,https://pbs.twimg.com/media/GWTNRt6bQAAKdMw.jpg,TurnBackHoax,in,"Jakarta Pusat, DKI Jakarta",0,2,1,https://x.com/TurnBackHoax/status/1829813132895961207,8.03E+17,TurnBackHoax,
1.83E+18,Sat Aug 31 09:18:36 +0000 2024,0,Pramono Anggap Dirinya dan Rano Karno Layaknya David RK-Suswono Seperti Goliath https://t.co/EcPRPp1zJL,1.83E+18,,,in,,0,1,0,https://x.com/VIVAcoid/status/1829811013824495752,41730943,VIVAcoid,
1.83E+18,Sat Aug 31 09:15:34 +0000 2024,6,Diusung PDI Perjuangan di Pilkada Jakarta Rano Karno Bakal Didukung Para Seniman https://t.co/77HsXOA48T,1.83E+18,,,in,,0,3,2,https://x.com/VIVAcoid/status/1829810250679271529,41730943,VIVAcoid,
1.83E+18,Sat Aug 31 09:10:00 +0000 2024,0,Pramono - Rano Karno Janjikan Janjikan Hombase untuk Persija: Itu Fondasi Pertama #BNetwork https://t.co/f0gocCG9MM,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1829808848380838397,154102750,Beritasatu,
1.83E+18,Sat Aug 31 09:10:00 +0000 2024,2,Rano Karno mengungkap pesan Ketum PDIP Megawati Soekarnoputri saat menunjuknya sebagai Cawagub Jakarta. Apa pesan yang disampaikan Megawati? https://t.co/zYqM0fgPAX,1.83E+18,,,in,,0,0,0,https://x.com/detikcom/status/1829808848032432592,69183155,detikcom,
1.83E+18,Sat Aug 31 09:07:53 +0000 2024,16,Ketua DPP PDIP Deddy Sitorus berharap mantan Gubernur DKI Jakarta Anies Baswedan mau bergabung sebagai tim sukses Pramono Anung-Rano Karno di Pilgub Jakarta 2024. Bagaimana tanggapan Anies?⁣ ⁣ &gt;&gt; https://t.co/ib35k7MUGg #detikcom #AniesBaswedan #Pilkada2024 #detikpilkada https://t.co/EXs35fNsNM,1.83E+18,https://pbs.twimg.com/media/GWTI9GKWQAElkJ0.jpg,,in,,3,24,3,https://x.com/detikcom/status/1829808314609262994,69183155,detikcom,
1.83E+18,Sat Aug 31 09:06:45 +0000 2024,8,@Cintada16 Rano Karno BETAWI ASLI. Betawi Asli ini kriteria nya apa sih @Cintada16?,1.83E+18,,Cintada16,in,,1,9,3,https://x.com/sarah_pndjtn/status/1829808029321347390,1.42E+18,sarah_pndjtn,
1.83E+18,Sat Aug 31 09:05:11 +0000 2024,0,Rano Karno Janjikan Home Base bagi Persija di Jakarta https://t.co/QBr4G3Wdzy,1.83E+18,,,in,,0,0,0,https://x.com/VIVAcoid/status/1829807636612858163,41730943,VIVAcoid,
1.83E+18,Sat Aug 31 09:01:14 +0000 2024,0,@tvOneNews Anak Abah pasti akan marah kalau sampai Pak Anis mau nurutin kehendak Bang Rano Karno. Saya berharap Pak Anis tidak mauu,1.83E+18,,tvOneNews,in,,0,0,0,https://x.com/prish1405/status/1829806643611386314,468085937,prish1405,
1.83E+18,Sat Aug 31 08:49:23 +0000 2024,0,@tvOneNews Saya penggemar berat anda bang.... Tapi sekarang saya kecewa sama @ranokarno_ ,1.83E+18,,tvOneNews,in,Karawang,0,0,0,https://x.com/papaizzha/status/1829803660869541926,1.33E+18,papaizzha,
1.83E+18,Sat Aug 31 08:48:29 +0000 2024,0,Pramono-Rano Karno Janjikan Stadion untuk Persija https://t.co/iBcTKLlF3a,1.83E+18,,,in,"Bogor, Indonesia",0,0,0,https://x.com/MediaVoi/status/1829803435484459222,1578222594,MediaVoi,
1.83E+18,Sat Aug 31 08:45:33 +0000 2024,3,Dharma Pongrekun Ingin Gratiskan JIS bagi Persija Rano Karno: Enggak Mungkin! https://t.co/X840Bzclky,1.83E+18,,,in,,0,0,0,https://x.com/VIVAcoid/status/1829802697622483250,41730943,VIVAcoid,
1.83E+18,Sat Aug 31 08:13:50 +0000 2024,933,Rano Karno Bakal Tawarkan JIS Jadi Kandang Utama Persija https://t.co/123M9c6gFf,1.83E+18,,,in,Jakarta,13,193,84,https://x.com/GunRomli/status/1829794713169510874,45602536,GunRomli,
1.83E+18,Sat Aug 31 08:07:43 +0000 2024,0,@VIVAcoid Pramono mengatakan dia dan Rano Karno terbuka menerima siapapun yang mau membantunya memenangkan kontestasi Pilkada Jakarta 2024 termasuk Anies Baswedan. Pernyataan bersifat umum digiring seolah ajakan khusus.. oalah....media... media.. ,1.83E+18,,VIVAcoid,in,Bekasi,0,0,0,https://x.com/edolanomi/status/1829793176405885077,549954470,edolanomi,
1.83E+18,Sat Aug 31 08:07:21 +0000 2024,0,Ketua Tim Pemenangan Pramono-Rano Bukan Kader Partai Kode Anies Baswedan? #tiimPemenangan #pramono #ranokarno #kaderPartai #aniesbaswedan #beritaterkini #beritanasional #sabtu https://t.co/MrJLXBeh3s,1.83E+18,,,in,,0,0,0,https://x.com/NasionalBerita_/status/1829793083191673098,1.77E+18,NasionalBerita_,
1.83E+18,Sat Aug 31 08:07:05 +0000 2024,1,Rano Karno: Meski Masih Seskab Pramono Bukan Titipan Istana https://t.co/FBTdsRKmqi,1.83E+18,,,in,,0,2,0,https://x.com/VIVAcoid/status/1829793015365591178,41730943,VIVAcoid,
1.83E+18,Sat Aug 31 07:58:10 +0000 2024,56,Rano Karno Bakal Tawarkan JIS Jadi Kandang Utama Persija #newsupdate #update #news #text https://t.co/YWMfhFY39T,1.83E+18,,,in,,9,33,7,https://x.com/kumparan/status/1829790772448935968,7.60E+17,kumparan,
1.83E+18,Sat Aug 31 07:53:45 +0000 2024,0,@Lilyanoire tadinya udah seneng banget ya Allah pak rano karno maju sama abah EH they just really love fumbling ,1.83E+18,,Lilyanoire,in,"21 ₊˚⊹♡ evening seraphina, a.",0,0,0,https://x.com/illalilaura/status/1829789661386154404,1.75E+18,illalilaura,
1.83E+18,Sat Aug 31 07:53:10 +0000 2024,0,Pongrekun Mau Gratiskan JIS untuk Persija Rano Karno: Enggak Mungkin #newsupdate #update #news #text https://t.co/Au0rr6HiK7,1.83E+18,,,in,,0,0,0,https://x.com/kumparan/status/1829789513805103556,7.60E+17,kumparan,
1.83E+18,Sat Aug 31 07:38:34 +0000 2024,1,Rano Karno Yakin Menang Ikut Pilgub Jakarta Bukan Formalitas #newsupdate #update #news #text https://t.co/5mlVTX5nPT,1.83E+18,,,in,,0,4,0,https://x.com/kumparan/status/1829785840060383283,7.60E+17,kumparan,
1.83E+18,Sat Aug 31 07:33:48 +0000 2024,0,Rano Karno Soal Dharma-Kun Janjikan JIS Gratis untuk Jakmania: Saya Enggak Mau Janji Enggak Mungkin https://t.co/YbIBtu3kA9,1.83E+18,,,in,"Bogor, Indonesia",0,0,0,https://x.com/MediaVoi/status/1829784639721930784,1578222594,MediaVoi,
1.83E+18,Sat Aug 31 07:20:26 +0000 2024,776,Cagub dan Cawagub Jkt 'Pramono Anung dan Rano Karno' janjikan Persija Miliki Home Base di Jakarta. Mantap saya sih percaya ama Bang Rano/Dul secara Beliau Betawi Asli. https://t.co/x5VAsrDr7L,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1829781134302969856/pu/img/naO21dfNBhmJwG3h.jpg,,in,DIHATIMU,26,112,130,https://x.com/Cintada16/status/1829781275089256820,1.28E+18,Cintada16,
1.83E+18,Sat Aug 31 07:18:39 +0000 2024,0,Rano Karno Bantah Pramono Anung Titipan Jokowi di Pilgub Jakarta https://t.co/dYbjAS4FB2,1.83E+18,,,in,"Bogor, Indonesia",0,0,0,https://x.com/MediaVoi/status/1829780825069490669,1578222594,MediaVoi,
1.83E+18,Sat Aug 31 07:11:34 +0000 2024,1,Dharma-Kun Janjikan Tiket Gratis JIS Rano Karno: Gak Mungkin Saya Gak Mau Janji Seperti Itu https://t.co/1qXFowO9KS,1.83E+18,,,in,Jakarta,0,0,1,https://x.com/okezonenews/status/1829779043241378152,47274731,okezonenews,
1.83E+18,Sat Aug 31 07:05:06 +0000 2024,0,Bakal calon Gubernur dan Wakil Gubernur (Cagub-cawagub) Jakarta Pramono Anung-Rano Karno telah menjalankan tes kesehatan di RSUD Tarakan Jakarta Pus... https://t.co/nFgZCR2Y10,1.83E+18,,,in,,0,0,0,https://x.com/inilahdotcom/status/1829777415100645400,46693036,inilahdotcom,
1.83E+18,Sat Aug 31 07:00:00 +0000 2024,2,Rano Karno mengungkap alasan dirinya maju di kontestasi Pilgub Jakarta 2024. Rano mengatakan keinginan itu berawal dari pertanyaan Megawati Soekarnoputri. https://t.co/hIK2wKYA6U,1.83E+18,,,in,,0,1,0,https://x.com/detikcom/status/1829776134491496686,69183155,detikcom,
1.83E+18,Sat Aug 31 06:54:34 +0000 2024,1,Bagi bacawagub Jakarta Rano Karno janji gratis untuk penyewaan JIS tidak realistis. Ia mengusulkan sistem tiket musiman untuk suporter Persija. https://t.co/4b7Lvp0o8i,1.83E+18,,,in,Jakarta,0,1,0,https://x.com/kompascom/status/1829774766770626687,23343960,kompascom,
1.83E+18,Sat Aug 31 05:32:34 +0000 2024,0,Rano Karno mengaku tidak setuju dengan wacana untuk menggratiskan biaya sewa Jakarta Internasional Stadion (JIS) untuk Persija. https://t.co/rOkZuurSKV,1.83E+18,,,in,Jakarta,0,0,1,https://x.com/kompascom/status/1829754128601325697,23343960,kompascom,
1.83E+18,Sat Aug 31 05:30:00 +0000 2024,5,Rano Karno mengatakan pihaknya menawarkan lapangan ke Persija sebagai home base agar tak selalu berpindah saat latihan maupun bertanding. https://t.co/v9PggFnlBV,1.83E+18,,,in,,0,0,1,https://x.com/detikcom/status/1829753483529978295,69183155,detikcom,
1.83E+18,Sat Aug 31 05:25:00 +0000 2024,86,Dharma Pongrekun mengatakan akan menggratiskan JIS bagi penggemar Persija. Rano Karno mengatakan penggratisan JIS tak mungkin dilakukan. https://t.co/41Tso13X5f,1.83E+18,,,in,,14,39,11,https://x.com/detikcom/status/1829752225067122941,69183155,detikcom,
1.83E+18,Sat Aug 31 05:24:41 +0000 2024,0,Pasangan cagub-cawagub Pramono-Rano Karno terbuka dengan siapapun yang ingin membantu atau bergabung menjadi tim suksesnya tak terkecuali Anies Baswedan. Mereka sempat bilang Anies ingin membantunya di kontestasi Pilgub Jakarta 2024 #detikcom #PramonoRano #Timses #AniesBaswedan https://t.co/54hDYUUXNR,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1829752108523950081/pu/img/jYcndPGqwYjnJjQH.jpg,,in,,0,3,0,https://x.com/detikcom/status/1829752146138436092,69183155,detikcom,
1.83E+18,Sat Aug 31 05:24:00 +0000 2024,0,Diajak Jadi Timses Pramono-Rano Karno Anies Jawab Sosok yang Bakal Didukung di Pilkada Jakarta. Selengkapnya&gt;&gt; https://t.co/u7WKMB4Kt1 #pdip #aniesbaswedan #beritaterkini #pramono #ranokarno https://t.co/9pOQKArK0A,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1829749264165322757/pu/img/MZUou8lCvhK3QDAZ.jpg,,in,Indonesia ,0,0,0,https://x.com/video_tribun/status/1829751974889472238,1.68E+18,video_tribun,
1.83E+18,Sat Aug 31 05:23:27 +0000 2024,0,Rano Karno Bantah Pramono Anung Disebut Titipan Istana https://t.co/trpxXBHA7M,1.83E+18,,,in,JKT-INA,0,1,0,https://x.com/20detik/status/1829751834082427358,598959076,20detik,
1.83E+18,Sat Aug 31 05:13:33 +0000 2024,0,Megawati minta Rano Karno dan Pramono Anung pikirkan masa depan Jakarta setelah tak jadi lagi ibu kota negara. https://t.co/b3K5fWlOwB,1.83E+18,,,in,Jakarta,0,0,1,https://x.com/kompascom/status/1829749344410747023,23343960,kompascom,
1.83E+18,Sat Aug 31 05:13:32 +0000 2024,0,Rano Karno yakin duetnya dengan Pramono Anung di Pilkada DKI 2024 bukan sekadar formalitas. Dia pun yakin menang dalam kontestasi ini https://t.co/4i1Hi6jNyf,1.83E+18,,,in,Jakarta,0,0,1,https://x.com/kompascom/status/1829749341252436116,23343960,kompascom,
1.83E+18,Sat Aug 31 05:10:34 +0000 2024,1,Megawati minta Rano Karno dan Pramono Anung pikirkan masa depan Jakarta setelah tak jadi lagi ibu kota negara. https://t.co/XUKtlDlrDL,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/kompascom/status/1829748594544685138,23343960,kompascom,
